TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
100-199,násilná kriminalita,371,235,0.6334000000000001,5,10,15,125,25,103,62,0,48,283,6,15,21,148,31,123,68,0,1888,0,Pardubický,2024-10-01
200-299,mravnostní kriminalita,140,89,0.6357,23,16,39,18,2,8,2,0,14,103,28,19,47,21,2,10,2,0,0,0,Pardubický,2024-10-01
300-399,krádeže vloupáním,449,206,0.45880000000000004,4,0,4,177,16,13,5,0,56,262,4,0,4,221,21,19,7,0,15728,59,Pardubický,2024-10-01
400-499,krádeže prosté,722,469,0.6496,1,5,6,422,40,47,16,0,41,510,1,8,9,445,45,53,17,0,21326,1496,Pardubický,2024-10-01
500-599,ostatní majetková kriminalita,1002,140,0.13970000000000002,7,3,10,69,14,30,13,0,103,243,12,10,22,116,28,41,16,0,187303,984,Pardubický,2024-10-01
300-599,majetková kriminalita,2173,815,0.3751,12,8,20,668,70,90,34,0,200,1015,17,18,35,782,94,113,40,0,224356,2538,Pardubický,2024-10-01
600-699,ostatní kriminalita,732,511,0.6981,11,24,35,267,48,152,50,1,43,554,13,27,40,290,54,159,52,1,7722,0,Pardubický,2024-10-01
100-699,obecná kriminalita,3416,1650,0.483,51,58,109,1078,145,353,148,1,305,1955,64,79,143,1241,181,405,162,1,233966,2538,Pardubický,2024-10-01
700-799,zbývající kriminalita,857,640,0.7468,1,1,2,173,88,370,320,0,126,766,1,1,2,224,102,390,333,0,151301,0,Pardubický,2024-10-01
800-899,hospodářská kriminalita,353,184,0.5213,0,0,0,66,25,4,3,4,33,217,1,1,2,76,26,4,3,7,96718,0,Pardubický,2024-10-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-10-01
100-106,vraždy,6,6,1.0,0,0,0,3,2,1,0,0,1,7,0,1,1,3,2,1,0,0,0,0,Liberecký,2024-10-01
100-199,násilná kriminalita,604,326,0.5397,15,9,24,142,49,28,23,0,122,448,18,20,36,183,67,35,29,0,3189,0,Liberecký,2024-10-01
200-299,mravnostní kriminalita,150,85,0.5667,8,12,20,28,4,0,0,0,34,119,9,17,26,38,6,0,0,0,0,0,Liberecký,2024-10-01
300-399,krádeže vloupáním,963,189,0.1963,6,6,12,154,6,3,2,0,101,290,7,9,16,229,21,4,2,0,58667,335,Liberecký,2024-10-01
400-499,krádeže prosté,913,435,0.4765,1,7,8,349,24,4,3,0,78,513,2,11,12,403,28,4,3,0,40538,121,Liberecký,2024-10-01
500-599,ostatní majetková kriminalita,1173,147,0.1253,4,5,9,71,12,0,0,0,129,276,8,11,18,127,31,0,0,0,228063,0,Liberecký,2024-10-01
300-599,majetková kriminalita,3049,771,0.2529,11,18,29,574,42,7,5,0,308,1079,17,31,46,759,80,8,5,0,327268,456,Liberecký,2024-10-01
600-699,ostatní kriminalita,1067,787,0.7376,4,7,10,498,62,93,31,1,114,901,5,12,16,566,67,103,38,1,59665,0,Liberecký,2024-10-01
100-699,obecná kriminalita,4870,1969,0.4043,38,46,83,1242,157,128,59,1,578,2547,49,80,124,1546,220,146,72,1,390122,456,Liberecký,2024-10-01
700-799,zbývající kriminalita,964,650,0.6743000000000001,2,4,6,172,88,383,291,0,206,856,2,4,6,237,103,417,312,0,37720,0,Liberecký,2024-10-01
800-899,hospodářská kriminalita,443,159,0.3589,2,2,4,32,38,2,1,9,95,254,2,2,4,60,46,3,1,11,168782,0,Liberecký,2024-10-01
900-999,vojenské a protiústavní činy,2,1,0.5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Liberecký,2024-10-01
100-106,vraždy,2,1,0.5,0,0,0,1,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,Karlovarský,2024-10-01
100-199,násilná kriminalita,391,221,0.5652,8,21,29,113,20,22,13,0,58,279,10,27,37,132,26,29,17,1,2109,0,Karlovarský,2024-10-01
200-299,mravnostní kriminalita,70,36,0.5143,1,4,5,14,1,4,2,0,19,55,3,9,12,16,3,4,2,0,0,0,Karlovarský,2024-10-01
300-399,krádeže vloupáním,826,218,0.2639,0,4,4,182,4,6,0,0,66,284,1,8,9,227,5,6,0,0,38192,407,Karlovarský,2024-10-01
400-499,krádeže prosté,742,395,0.5324,2,6,8,335,18,6,1,0,65,460,2,9,11,386,20,6,1,0,34568,207,Karlovarský,2024-10-01
500-599,ostatní majetková kriminalita,662,122,0.1843,5,2,7,52,5,5,4,0,80,202,7,5,12,95,13,5,4,0,264180,0,Karlovarský,2024-10-01
300-599,majetková kriminalita,2230,735,0.3296,7,12,19,569,27,17,5,0,211,946,10,22,32,708,38,17,5,0,336940,614,Karlovarský,2024-10-01
600-699,ostatní kriminalita,638,433,0.6787000000000001,4,3,7,300,35,35,17,0,92,525,5,6,11,366,46,40,18,0,3840,0,Karlovarský,2024-10-01
100-699,obecná kriminalita,3329,1425,0.42810000000000004,20,40,60,996,83,78,37,0,380,1805,28,64,92,1222,113,90,42,1,342888,614,Karlovarský,2024-10-01
700-799,zbývající kriminalita,662,401,0.6057,1,2,3,129,50,289,211,1,161,562,1,2,3,191,67,333,239,1,27838,0,Karlovarský,2024-10-01
800-899,hospodářská kriminalita,284,95,0.3345,0,2,2,17,32,0,0,1,55,150,0,2,2,33,44,0,0,4,101266,0,Karlovarský,2024-10-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karlovarský,2024-10-01
100-106,vraždy,137,118,0.8613,3,4,7,38,16,55,43,0,18,136,4,5,9,42,17,56,44,0,1021,0,Česká republika,2024-11-01
100-199,násilná kriminalita,12919,7570,0.586,303,456,724,3522,945,1564,984,1,1833,9403,401,639,989,4244,1173,1802,1136,4,60408,455,Česká republika,2024-11-01
200-299,mravnostní kriminalita,3205,1733,0.5407,214,213,427,481,162,126,54,0,590,2323,312,321,630,593,194,144,62,1,235,0,Česká republika,2024-11-01
300-399,krádeže vloupáním,26581,5821,0.21899999999999997,74,198,254,4729,353,365,33,0,1830,7651,104,274,349,6186,481,425,41,0,1348311,6988,Česká republika,2024-11-01
400-499,krádeže prosté,29939,14038,0.4689,119,279,393,11409,978,883,215,0,2000,16038,155,396,541,12833,1209,928,226,1,1020552,16366,Česká republika,2024-11-01
500-599,ostatní majetková kriminalita,30836,4152,0.13470000000000001,82,127,204,2125,411,291,134,2,2640,6792,124,231,346,3480,718,330,152,10,5553986,3405,Česká republika,2024-11-01
300-599,majetková kriminalita,87356,24011,0.2749,275,604,851,18263,1742,1539,382,2,6470,30481,383,901,1236,22499,2408,1683,419,11,7922849,26760,Česká republika,2024-11-01
600-699,ostatní kriminalita,25369,17117,0.6747,254,622,860,10431,1785,1961,837,7,2307,19424,313,812,1102,11661,2008,2138,918,10,934998,0,Česká republika,2024-11-01
100-699,obecná kriminalita,128849,50431,0.3914,1046,1895,2862,32697,4634,5190,2257,10,11200,61631,1409,2673,3957,38997,5783,5767,2535,26,8918491,27215,Česká republika,2024-11-01
700-799,zbývající kriminalita,21185,15298,0.7221,30,95,125,4906,2339,8963,6931,9,3277,18575,34,126,160,6018,2742,9679,7451,15,1262851,0,Česká republika,2024-11-01
800-899,hospodářská kriminalita,12164,5419,0.44549999999999995,10,28,38,1078,1713,47,32,137,1798,7217,14,44,57,1582,1981,55,33,256,19454974,1821,Česká republika,2024-11-01
900-999,vojenské a protiústavní činy,24,7,0.2917,0,0,0,0,3,0,0,0,1,8,0,0,0,0,3,0,0,0,152,0,Česká republika,2024-11-01
100-106,vraždy,19,15,0.7895,0,0,0,5,4,2,2,0,2,17,0,0,0,5,4,2,2,0,600,0,Praha,2024-11-01
100-199,násilná kriminalita,1494,721,0.4826,24,36,55,311,212,74,48,0,223,944,38,58,89,388,269,97,66,0,9397,39,Praha,2024-11-01
200-299,mravnostní kriminalita,414,187,0.4517,12,17,29,51,42,6,4,0,68,255,23,25,48,61,47,7,4,0,25,0,Praha,2024-11-01
300-399,krádeže vloupáním,7659,699,0.0913,2,3,5,599,77,26,1,0,440,1139,2,9,11,961,101,31,1,0,441363,4594,Praha,2024-11-01
400-499,krádeže prosté,8523,2015,0.2364,5,30,35,1496,393,44,14,0,454,2469,8,47,55,1823,486,46,14,0,274387,6029,Praha,2024-11-01
500-599,ostatní majetková kriminalita,7464,783,0.10490000000000001,2,13,15,416,163,36,25,0,495,1278,7,24,30,661,258,42,30,0,1462133,437,Praha,2024-11-01
300-599,majetková kriminalita,23646,3497,0.1479,9,46,55,2511,633,106,40,0,1389,4886,17,80,96,3445,845,119,45,0,2177883,11059,Praha,2024-11-01
600-699,ostatní kriminalita,4707,2304,0.48950000000000005,19,27,42,1276,564,136,65,0,313,2617,24,44,63,1437,634,149,74,1,109948,0,Praha,2024-11-01
100-699,obecná kriminalita,30261,6709,0.2217,64,126,181,4149,1451,322,157,0,1993,8702,102,207,296,5331,1795,372,189,1,2297253,11099,Praha,2024-11-01
700-799,zbývající kriminalita,2224,1462,0.6574,3,28,31,408,375,906,577,0,344,1806,3,32,35,518,442,970,610,0,212074,0,Praha,2024-11-01
800-899,hospodářská kriminalita,3057,1317,0.43079999999999996,0,5,5,152,945,5,4,23,372,1689,0,9,9,241,1026,7,4,42,8047535,0,Praha,2024-11-01
900-999,vojenské a protiústavní činy,14,3,0.2143,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,152,0,Praha,2024-11-01
100-106,vraždy,18,15,0.8332999999999999,0,0,0,2,2,6,6,0,1,16,0,0,0,2,3,6,6,0,0,0,Středočeský,2024-11-01
100-199,násilná kriminalita,1443,724,0.5017,23,23,45,328,97,67,46,0,235,959,31,34,64,421,120,75,49,1,8288,3,Středočeský,2024-11-01
200-299,mravnostní kriminalita,315,146,0.4635,6,19,25,47,17,4,0,0,80,226,13,30,43,71,23,6,2,0,1,0,Středočeský,2024-11-01
300-399,krádeže vloupáním,3049,582,0.1909,1,11,12,471,55,21,5,0,272,854,6,21,26,684,72,32,5,0,193513,153,Středočeský,2024-11-01
400-499,krádeže prosté,2494,1043,0.4182,9,11,20,761,75,29,10,0,222,1265,11,23,34,915,96,34,11,1,150427,1795,Středočeský,2024-11-01
500-599,ostatní majetková kriminalita,3412,381,0.1117,8,6,14,155,43,12,5,1,393,774,12,16,28,351,87,13,6,6,639103,1054,Středočeský,2024-11-01
300-599,majetková kriminalita,8955,2006,0.22399999999999998,18,28,46,1387,173,62,20,1,887,2893,29,60,88,1950,255,79,22,7,983043,3002,Středočeský,2024-11-01
600-699,ostatní kriminalita,3149,2273,0.7218000000000001,15,22,37,1389,220,152,55,1,411,2684,25,56,80,1606,251,172,65,2,311356,0,Středočeský,2024-11-01
100-699,obecná kriminalita,13862,5149,0.3715,62,92,153,3151,507,285,121,2,1613,6762,98,180,275,4048,649,332,138,10,1302687,3005,Středočeský,2024-11-01
700-799,zbývající kriminalita,2936,2209,0.7524,4,7,11,640,477,1392,1161,1,482,2691,5,12,17,780,546,1478,1233,1,190174,0,Středočeský,2024-11-01
800-899,hospodářská kriminalita,903,249,0.2758,1,2,3,61,81,2,1,5,229,478,2,2,4,129,105,3,2,26,495169,62,Středočeský,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Středočeský,2024-11-01
100-106,vraždy,9,9,1.0,1,0,1,3,0,2,1,0,2,11,1,0,1,3,0,2,1,0,0,0,Jihočeský,2024-11-01
100-199,násilná kriminalita,823,510,0.6197,14,24,37,242,49,65,44,0,73,583,21,30,50,269,54,71,50,0,4516,0,Jihočeský,2024-11-01
200-299,mravnostní kriminalita,211,124,0.5877,19,10,29,29,14,4,3,0,27,151,23,12,35,32,16,4,3,0,0,0,Jihočeský,2024-11-01
300-399,krádeže vloupáním,732,232,0.3169,5,8,11,170,5,2,0,0,85,317,6,16,19,233,12,2,0,0,40932,70,Jihočeský,2024-11-01
400-499,krádeže prosté,1071,646,0.6032,6,22,28,520,17,26,10,0,64,710,7,27,33,560,26,26,10,0,26102,393,Jihočeský,2024-11-01
500-599,ostatní majetková kriminalita,1258,188,0.1494,7,8,14,104,9,8,3,0,94,282,8,9,16,160,21,8,3,0,219778,0,Jihočeský,2024-11-01
300-599,majetková kriminalita,3061,1066,0.3483,18,38,53,794,31,36,13,0,243,1309,21,52,68,953,59,36,13,0,286811,464,Jihočeský,2024-11-01
600-699,ostatní kriminalita,1405,1058,0.753,21,31,52,664,73,93,38,0,103,1161,23,43,66,710,81,103,41,0,87267,0,Jihočeský,2024-11-01
100-699,obecná kriminalita,5500,2758,0.5015,72,103,171,1729,167,198,98,0,446,3204,88,137,219,1964,210,214,107,0,378594,464,Jihočeský,2024-11-01
700-799,zbývající kriminalita,1419,1141,0.8040999999999999,0,4,4,474,123,586,419,0,130,1271,0,4,4,523,140,618,439,0,83110,0,Jihočeský,2024-11-01
800-899,hospodářská kriminalita,665,365,0.5489,1,7,8,68,64,0,0,1,121,486,2,8,10,99,108,0,0,4,391801,0,Jihočeský,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihočeský,2024-11-01
100-106,vraždy,13,10,0.7692,0,0,0,2,3,7,5,0,3,13,0,0,0,4,3,8,6,0,0,0,Plzeňský,2024-11-01
100-199,násilná kriminalita,757,392,0.5178,17,27,44,172,87,50,32,0,121,513,22,40,61,221,111,55,36,0,3028,5,Plzeňský,2024-11-01
200-299,mravnostní kriminalita,189,95,0.5027,16,17,33,22,9,2,2,0,40,135,21,29,50,33,11,2,2,0,55,0,Plzeňský,2024-11-01
300-399,krádeže vloupáním,1507,230,0.15259999999999999,1,11,12,164,32,5,0,0,147,377,2,17,18,283,48,7,0,0,60341,3,Plzeňský,2024-11-01
400-499,krádeže prosté,1243,533,0.4288,6,15,21,394,56,22,6,0,107,640,7,18,25,480,66,24,6,0,63871,121,Plzeňský,2024-11-01
500-599,ostatní majetková kriminalita,1507,183,0.12140000000000001,3,3,6,82,29,9,5,0,107,290,5,8,13,132,40,10,5,0,204295,0,Plzeňský,2024-11-01
300-599,majetková kriminalita,4257,946,0.22219999999999998,10,29,39,640,117,36,11,0,361,1307,14,43,56,895,154,41,11,0,328507,124,Plzeňský,2024-11-01
600-699,ostatní kriminalita,1332,900,0.6757,14,21,35,528,127,77,35,0,189,1089,18,36,54,626,150,88,40,0,52401,0,Plzeňský,2024-11-01
100-699,obecná kriminalita,6535,2333,0.35700000000000004,57,94,151,1362,340,165,80,0,711,3044,75,148,221,1775,426,186,89,0,383990,129,Plzeňský,2024-11-01
700-799,zbývající kriminalita,1364,913,0.6694,1,2,3,283,187,589,394,2,286,1199,2,3,5,388,229,682,462,2,66912,0,Plzeňský,2024-11-01
800-899,hospodářská kriminalita,562,180,0.32030000000000003,1,0,1,25,66,2,2,2,90,270,1,3,4,48,75,2,2,7,355752,0,Plzeňský,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plzeňský,2024-11-01
100-106,vraždy,15,15,1.0,1,0,1,7,1,9,5,0,0,15,1,0,1,7,1,9,5,0,0,0,Ústecký,2024-11-01
100-199,násilná kriminalita,1466,990,0.6753,56,55,108,504,86,236,98,0,148,1138,67,80,142,569,98,258,110,0,3553,61,Ústecký,2024-11-01
200-299,mravnostní kriminalita,481,283,0.5884,32,43,75,85,20,22,6,0,87,370,59,68,124,99,21,23,7,0,101,0,Ústecký,2024-11-01
300-399,krádeže vloupáním,2234,802,0.359,15,23,31,656,24,147,2,0,148,950,18,31,39,771,28,164,2,0,95156,656,Ústecký,2024-11-01
400-499,krádeže prosté,2789,1999,0.7167,19,38,57,1705,64,241,25,0,152,2151,24,52,75,1815,70,249,26,0,82942,1042,Ústecký,2024-11-01
500-599,ostatní majetková kriminalita,2219,493,0.22219999999999998,12,19,30,271,18,70,18,0,207,700,14,34,46,380,40,73,18,1,390342,55,Ústecký,2024-11-01
300-599,majetková kriminalita,7242,3294,0.4549,46,80,118,2632,106,458,45,0,507,3801,56,117,160,2966,138,486,46,1,568441,1753,Ústecký,2024-11-01
600-699,ostatní kriminalita,2669,2111,0.7909,25,50,73,1457,138,312,90,0,218,2329,31,77,104,1569,149,325,92,0,95731,0,Ústecký,2024-11-01
100-699,obecná kriminalita,11858,6678,0.5632,159,228,374,4678,350,1028,239,0,960,7638,213,342,530,5203,406,1092,255,1,667826,1814,Ústecký,2024-11-01
700-799,zbývající kriminalita,2175,1495,0.6873999999999999,6,9,15,628,161,743,535,1,391,1886,7,14,21,817,191,786,570,4,116976,0,Ústecký,2024-11-01
800-899,hospodářská kriminalita,1024,614,0.5996,0,2,2,175,71,9,5,11,132,746,0,3,3,206,86,10,5,17,690744,304,Ústecký,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ústecký,2024-11-01
100-106,vraždy,5,4,0.8,0,0,0,1,0,0,0,0,2,6,0,0,0,2,0,0,0,0,400,0,Královéhradecký,2024-11-01
100-199,násilná kriminalita,527,314,0.5958,13,24,37,137,29,69,45,0,87,401,19,33,51,173,38,87,61,0,1242,0,Královéhradecký,2024-11-01
200-299,mravnostní kriminalita,152,79,0.5196999999999999,23,5,28,19,3,4,2,0,36,115,33,10,43,25,4,4,2,0,0,0,Královéhradecký,2024-11-01
300-399,krádeže vloupáním,652,272,0.4172,3,11,13,194,21,37,1,0,52,324,3,13,15,227,31,38,1,0,30338,51,Královéhradecký,2024-11-01
400-499,krádeže prosté,992,595,0.5998,2,25,27,491,28,42,16,0,85,680,4,29,33,557,37,43,16,0,40367,213,Královéhradecký,2024-11-01
500-599,ostatní majetková kriminalita,1342,182,0.1356,6,7,13,99,7,11,7,1,123,305,8,12,20,170,13,14,9,2,232046,0,Královéhradecký,2024-11-01
300-599,majetková kriminalita,2986,1049,0.3513,11,43,53,784,56,90,24,1,260,1309,15,54,68,954,81,95,26,2,302751,264,Královéhradecký,2024-11-01
600-699,ostatní kriminalita,1018,710,0.6975,13,18,31,468,44,81,32,0,88,798,16,23,39,518,53,89,36,1,22838,0,Královéhradecký,2024-11-01
100-699,obecná kriminalita,4683,2152,0.4595,60,90,149,1408,132,244,103,1,471,2623,83,120,201,1670,176,275,125,3,326832,264,Královéhradecký,2024-11-01
700-799,zbývající kriminalita,1014,790,0.7791,1,12,13,242,92,472,346,0,135,925,1,12,13,274,104,504,372,0,48616,0,Královéhradecký,2024-11-01
800-899,hospodářská kriminalita,540,277,0.513,0,2,2,47,40,7,7,3,73,350,0,2,2,69,52,7,7,6,217107,0,Královéhradecký,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Královéhradecký,2024-11-01
100-106,vraždy,10,8,0.8,0,1,1,1,0,5,3,0,0,8,0,1,1,1,0,5,3,0,0,0,Jihomoravský,2024-11-01
100-199,násilná kriminalita,1290,702,0.5442,21,57,72,316,93,102,63,0,228,930,31,78,101,417,117,132,82,0,9285,12,Jihomoravský,2024-11-01
200-299,mravnostní kriminalita,311,143,0.4598,6,19,25,31,9,3,0,0,64,207,13,29,42,44,13,5,1,1,46,0,Jihomoravský,2024-11-01
300-399,krádeže vloupáním,3316,641,0.19329999999999997,5,33,34,529,38,16,1,0,144,785,7,39,41,657,46,24,1,0,149275,246,Jihomoravský,2024-11-01
400-499,krádeže prosté,3040,1203,0.3957,8,21,28,1024,97,51,11,0,272,1475,13,36,48,1233,130,61,13,0,106076,2401,Jihomoravský,2024-11-01
500-599,ostatní majetková kriminalita,3447,362,0.105,6,11,16,198,32,13,7,0,334,696,8,26,33,371,68,13,7,0,561694,0,Jihomoravský,2024-11-01
300-599,majetková kriminalita,9803,2206,0.225,19,65,78,1751,167,80,19,0,750,2956,28,101,122,2261,244,98,21,0,817044,2648,Jihomoravský,2024-11-01
600-699,ostatní kriminalita,2346,1326,0.5652,17,36,51,790,156,174,74,1,287,1613,18,55,70,954,184,205,86,1,26886,0,Jihomoravský,2024-11-01
100-699,obecná kriminalita,13750,4377,0.31829999999999997,63,177,226,2888,425,359,156,1,1329,5706,90,263,335,3676,558,440,190,2,853261,2660,Jihomoravský,2024-11-01
700-799,zbývající kriminalita,1943,1302,0.6701,3,3,6,398,213,833,654,1,316,1618,4,10,14,480,258,950,742,3,109096,0,Jihomoravský,2024-11-01
800-899,hospodářská kriminalita,1107,318,0.2873,1,1,2,68,117,4,4,26,213,531,1,4,5,134,152,4,4,56,613535,0,Jihomoravský,2024-11-01
900-999,vojenské a protiústavní činy,3,1,0.3333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Jihomoravský,2024-11-01
100-106,vraždy,11,9,0.8181999999999999,0,1,1,3,1,4,4,0,2,11,1,1,2,3,1,4,4,0,21,0,Moravskoslezský,2024-11-01
100-199,násilná kriminalita,1743,1045,0.5995,64,109,161,538,71,153,78,0,246,1291,84,131,199,639,89,171,87,1,6511,107,Moravskoslezský,2024-11-01
200-299,mravnostní kriminalita,348,220,0.6322,37,34,71,55,24,11,3,0,49,269,44,42,86,62,29,12,4,0,8,0,Moravskoslezský,2024-11-01
300-399,krádeže vloupáním,2995,1070,0.35729999999999995,18,42,58,926,29,25,3,0,201,1271,30,57,82,1096,36,27,4,0,110254,170,Moravskoslezský,2024-11-01
400-499,krádeže prosté,4398,2768,0.6294,44,58,98,2349,80,62,17,0,270,3038,59,79,132,2533,99,63,17,0,100232,1012,Moravskoslezský,2024-11-01
500-599,ostatní majetková kriminalita,3149,530,0.16829999999999998,12,19,29,316,32,21,9,0,252,782,20,33,51,458,50,22,9,0,344214,189,Moravskoslezský,2024-11-01
300-599,majetková kriminalita,10542,4368,0.4143,74,119,185,3591,141,108,29,0,723,5091,109,169,265,4087,185,112,30,0,554701,1372,Moravskoslezský,2024-11-01
600-699,ostatní kriminalita,3109,2323,0.7472,73,292,363,1458,93,165,66,0,236,2559,96,324,416,1585,104,176,71,0,45024,0,Moravskoslezský,2024-11-01
100-699,obecná kriminalita,15742,7956,0.5054,248,554,780,5642,329,437,176,0,1254,9210,333,666,966,6373,407,471,192,1,606243,1478,Moravskoslezský,2024-11-01
700-799,zbývající kriminalita,2146,1548,0.7212999999999999,2,4,6,579,113,844,719,2,335,1883,2,8,10,700,142,902,763,3,47477,0,Moravskoslezský,2024-11-01
800-899,hospodářská kriminalita,1280,626,0.4891,3,0,3,202,36,3,0,10,165,791,3,1,4,267,51,4,0,18,7089384,0,Moravskoslezský,2024-11-01
900-999,vojenské a protiústavní činy,2,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moravskoslezský,2024-11-01
100-106,vraždy,6,6,1.0,1,0,1,3,0,4,4,0,0,6,1,0,1,3,0,4,4,0,0,0,Olomoucký,2024-11-01
100-199,násilná kriminalita,865,565,0.6531999999999999,20,26,43,226,38,218,175,1,112,677,28,44,68,268,45,246,200,1,2360,228,Olomoucký,2024-11-01
200-299,mravnostní kriminalita,149,73,0.4899,15,6,21,27,4,18,9,0,23,96,17,9,26,29,4,22,10,0,0,0,Olomoucký,2024-11-01
300-399,krádeže vloupáním,860,238,0.2767,6,4,9,183,31,19,7,0,58,296,9,7,14,227,40,24,11,0,36502,150,Olomoucký,2024-11-01
400-499,krádeže prosté,1259,749,0.5949,5,16,21,602,23,96,43,0,91,840,5,23,28,651,33,99,46,0,36309,1123,Olomoucký,2024-11-01
500-599,ostatní majetková kriminalita,1659,258,0.1555,5,11,16,112,15,19,15,0,144,402,7,16,23,181,21,28,21,1,280662,346,Olomoucký,2024-11-01
300-599,majetková kriminalita,3778,1245,0.3295,16,31,46,897,69,134,65,0,293,1538,21,46,65,1059,94,151,78,1,353474,1619,Olomoucký,2024-11-01
600-699,ostatní kriminalita,1222,879,0.7193,11,21,32,415,57,162,96,0,104,983,12,28,40,462,60,178,108,0,38146,0,Olomoucký,2024-11-01
100-699,obecná kriminalita,6014,2762,0.4593,62,84,142,1565,168,532,345,1,532,3294,78,127,199,1818,203,597,396,2,393981,1847,Olomoucký,2024-11-01
700-799,zbývající kriminalita,1399,1086,0.7763,0,4,4,258,119,592,500,0,167,1253,0,4,4,308,137,637,533,0,65311,0,Olomoucký,2024-11-01
800-899,hospodářská kriminalita,944,518,0.5487,0,1,1,49,102,2,1,10,96,614,1,3,3,66,104,3,1,16,375580,1293,Olomoucký,2024-11-01
900-999,vojenské a protiústavní činy,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Olomoucký,2024-11-01
100-106,vraždy,6,6,1.0,0,1,1,3,0,4,3,0,3,9,0,1,1,3,0,4,3,0,0,0,Zlínský,2024-11-01
100-199,násilná kriminalita,529,364,0.6881,8,14,20,179,33,208,131,0,65,429,10,19,27,206,41,236,147,0,790,0,Zlínský,2024-11-01
200-299,mravnostní kriminalita,117,77,0.6581,4,5,9,30,6,25,11,0,28,105,10,12,22,36,8,28,13,0,0,0,Zlínský,2024-11-01
300-399,krádeže vloupáním,572,172,0.3007,3,20,22,118,4,37,2,0,21,193,4,22,25,134,5,38,2,0,34022,150,Zlínský,2024-11-01
400-499,krádeže prosté,905,614,0.6785,6,13,19,519,19,179,25,0,62,676,6,16,22,570,21,183,26,0,20328,308,Zlínský,2024-11-01
500-599,ostatní majetková kriminalita,1224,188,0.1536,0,10,10,105,6,42,10,0,84,272,1,11,12,147,9,46,11,0,285955,341,Zlínský,2024-11-01
300-599,majetková kriminalita,2701,974,0.36060000000000003,9,43,51,742,29,258,37,0,167,1141,11,49,59,851,35,267,39,0,340304,799,Zlínský,2024-11-01
600-699,ostatní kriminalita,963,680,0.7061,14,29,40,430,90,178,101,0,49,729,14,32,43,451,94,186,106,0,6739,0,Zlínský,2024-11-01
100-699,obecná kriminalita,4310,2095,0.4861,35,91,120,1381,158,669,280,0,309,2404,45,112,151,1544,178,717,305,0,347833,800,Zlínský,2024-11-01
700-799,zbývající kriminalita,1046,788,0.7533,2,5,7,266,90,461,373,0,97,885,2,7,9,291,102,490,396,0,53648,0,Zlínský,2024-11-01
800-899,hospodářská kriminalita,512,267,0.5215,0,0,0,62,35,4,2,22,68,335,0,0,0,81,41,5,2,28,389892,0,Zlínský,2024-11-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-11-01
100-106,vraždy,9,7,0.7778,0,1,1,3,2,6,5,0,0,7,0,1,1,3,2,6,5,0,0,0,Vysočina,2024-11-01
100-199,násilná kriminalita,549,366,0.6667000000000001,13,15,27,153,48,147,112,0,66,432,14,23,35,174,59,165,120,0,4676,0,Vysočina,2024-11-01
200-299,mravnostní kriminalita,131,70,0.5344,11,5,16,20,3,14,9,0,16,86,13,8,21,21,3,16,9,0,0,0,Vysočina,2024-11-01
300-399,krádeže vloupáním,485,160,0.3299,4,11,15,119,10,7,4,0,33,193,4,14,18,145,14,8,5,0,32093,12,Vysočina,2024-11-01
